Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,TotalPop18plus,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation
2023,NV,Nevada,Carson City,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Age-adjusted prevalence,20.9,,,17.9,24.4,"58,036","46,575",32510,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-119.747365240119 39.1512170685108)
2023,FL,Florida,Orange,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Age-adjusted prevalence,5.5,,,4.9,6.2,"1,471,416","1,160,505",12095,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-81.3236333626814 28.514472459873)
2023,TX,Texas,La Salle,BRFSS,Disability,Cognitive disability among adults,%,Crude prevalence,20.8,,,17.3,24.2,"6,537","5,295",48283,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-99.0991054455239 28.3447439568523)
2023,MS,Mississippi,DeSoto,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,3.8,,,3.3,4.3,"193,247","145,706",28033,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-89.9911841534087 34.8754384568601)
2023,OH,Ohio,Franklin,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults,%,Crude prevalence,6.3,,,5.2,7.4,"1,326,063","1,019,364",39049,HLTHOUT,COPD,CrdPrv,COPD,POINT (-83.0095596369965 39.9695482397033)
2023,MI,Michigan,Dickinson,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Crude prevalence,81.6,,,78.4,84.6,"25,982","20,842",26043,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-87.870275273909 46.0091529313179)
2023,IN,Indiana,Miami,BRFSS,Disability,Cognitive disability among adults,%,Age-adjusted prevalence,17.5,,,15.0,20.3,"35,402","28,092",18103,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-86.045101263622 40.7694967091827)
2023,VA,Virginia,Smyth,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Crude prevalence,24.8,,,20.6,29.0,"29,216","23,575",51173,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-81.5375981611673 36.8438123739006)
2023,TX,Texas,Cottle,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,21.5,,,17.5,25.8,"1,294","1,043",48101,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-100.27870868144 34.0776734655448)
2023,MO,Missouri,Iron,BRFSS,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude prevalence,79.5,,,76.4,82.2,"9,440","7,420",29093,PREVENT,BPMED,CrdPrv,High Blood Pressure Medication,POINT (-90.7736848137164 37.5553176681298)
2023,SD,South Dakota,Potter,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,3.5,,,2.9,4.1,"2,413","1,889",46107,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-99.9571096504937 45.0644968809684)
2023,NJ,New Jersey,Burlington,BRFSS,Disability,Cognitive disability among adults,%,Crude prevalence,11.1,,,9.6,12.9,"469,167","373,419",34005,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-74.6679370532551 39.8779607666987)
2023,NE,Nebraska,Washington,BRFSS,Health Outcomes,Stroke among adults,%,Age-adjusted prevalence,2.5,,,2.1,2.8,"21,152","16,193",31177,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-96.2222040629342 41.5309617546696)
2023,WA,Washington,Lincoln,BRFSS,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude prevalence,76.5,,,73.4,79.5,"11,738","9,253",53043,PREVENT,BPMED,CrdPrv,High Blood Pressure Medication,POINT (-118.418646673561 47.5762886822607)
2023,MN,Minnesota,Yellow Medicine,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Age-adjusted prevalence,72.0,,,67.7,76.2,"9,467","7,259",27173,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-95.8684089442887 44.7162127267714)
2023,WA,Washington,Ferry,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,16.0,,,13.5,19.0,"7,497","6,217",53019,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,POINT (-118.516481238407 48.4706654401382)
2023,TN,Tennessee,Montgomery,BRFSS,Health Status,Frequent mental distress among adults,%,Age-adjusted prevalence,19.3,,,17.0,21.7,"239,872","176,143",47125,HLTHSTAT,MHLTH,AgeAdjPrv,Frequent Mental Distress,POINT (-87.3824869108928 36.4969867160053)
2023,CO,Colorado,Ouray,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Crude prevalence,13.7,,,10.9,16.3,"5,176","4,488",8091,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-107.769144102426 38.1549222125572)
2023,LA,Louisiana,Terrebonne,BRFSS,Disability,Vision disability among adults,%,Crude prevalence,6.5,,,5.7,7.5,"103,616","77,948",22109,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-90.8657321602458 29.409564203324)
2023,IN,Indiana,Vanderburgh,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,%,Crude prevalence,38.3,,,34.7,41.9,"179,810","140,992",18163,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-87.5857564542311 38.0253644973075)
2023,GA,Georgia,Spalding,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Age-adjusted prevalence,17.4,,,14.5,20.6,"69,946","53,654",13255,RISKBEH,CSMOKING,AgeAdjPrv,Current Cigarette Smoking,POINT (-84.2837617317625 33.2610319090476)
2023,GA,Georgia,Butts,BRFSS,Disability,Mobility disability among adults,%,Age-adjusted prevalence,14.7,,,12.7,17.0,"26,887","21,395",13035,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-83.9566698417537 33.2871632593122)
2022,CT,Connecticut,Southeastern Connecticut,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Crude prevalence,36.9,,,32.9,41.0,"279,634","226,482",9180,RISKBEH,SLEEP,CrdPrv,Short Sleep Duration,POINT (-72.1004124325639 41.50316428787)
2023,IL,Illinois,Macoupin,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults,%,Age-adjusted prevalence,7.2,,,6.0,8.7,"44,018","35,091",17117,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-89.92462979625 39.260888686793)
2023,MN,Minnesota,St. Louis,BRFSS,Prevention,Cholesterol screening among adults,%,Crude prevalence,84.4,,,81.7,86.5,"200,514","163,794",27137,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-92.4705912498966 47.6029788844163)
2023,MS,Mississippi,Adams,BRFSS,Disability,Cognitive disability among adults,%,Crude prevalence,19.2,,,16.7,22.2,"28,746","22,919",28001,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-91.3533573762559 31.4821297910114)
2023,TN,Tennessee,Bedford,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,4.4,,,3.8,5.0,"53,055","39,707",47003,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-86.4592906261335 35.5134252888524)
2023,VA,Virginia,Dinwiddie,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Age-adjusted prevalence,26.3,,,21.8,31.4,"28,343","22,735",51053,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-77.632395682468 37.0759742695385)
2023,GA,Georgia,Bryan,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,10.0,,,8.6,11.7,"49,739","35,571",13029,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-81.4437379812069 32.0137075119901)
2023,AR,Arkansas,Pulaski,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Age-adjusted prevalence,28.4,,,24.5,32.2,"400,009","307,397",5119,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-92.3119548341849 34.7700394452014)
2022,OK,Oklahoma,Washington,BRFSS,Prevention,Colorectal cancer screening among adults aged 45–75 years,%,Age-adjusted prevalence,55.2,,,50.2,60.4,"53,706","40,761",40147,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-95.9043568219824 36.7152366150181)
2023,NC,North Carolina,Lee,BRFSS,Health Outcomes,Depression among adults,%,Age-adjusted prevalence,25.1,,,21.0,29.1,"67,059","51,479",37105,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-79.1714912683052 35.4750989187809)
2022,TX,Texas,Harrison,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Crude prevalence,37.8,,,31.0,45.1,"70,895","53,891",48203,RISKBEH,SLEEP,CrdPrv,Short Sleep Duration,POINT (-94.3711940178342 32.5484333627484)
2023,NC,North Carolina,Martin,BRFSS,Disability,Mobility disability among adults,%,Crude prevalence,21.9,,,18.9,25.0,"21,447","17,125",37117,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-77.1093472458262 35.8432221253514)
2023,NC,North Carolina,Warren,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults,%,Crude prevalence,11.5,,,9.8,13.2,"18,836","15,503",37185,HLTHOUT,COPD,CrdPrv,COPD,POINT (-78.1065171313416 36.3966767382286)
2023,AK,Alaska,Dillingham,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Age-adjusted prevalence,18.2,,,15.0,21.7,"4,607","3,180",2070,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-158.236178154164 59.7978171220014)
2023,MI,Michigan,Montcalm,BRFSS,Health-Related Social Needs,Lack of reliable transportation in the past 12 months among adults,%,Age-adjusted prevalence,9.3,,,7.8,10.9,"68,154","54,137",26117,SOCLNEED,LACKTRPT,AgeAdjPrv,Transportation Barriers,POINT (-85.1525304678967 43.310886147991)
2023,TX,Texas,Hill,BRFSS,Health Outcomes,Obesity among adults,%,Age-adjusted prevalence,37.0,,,28.7,45.3,"38,101","29,280",48217,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-97.1326290825318 31.9907752386382)
2023,ND,North Dakota,Oliver,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,7.0,,,5.2,9.2,"1,879","1,434",38065,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-101.340679604409 47.1153026109609)
2023,MI,Michigan,Sanilac,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,%,Crude prevalence,38.8,,,34.1,43.6,"40,368","32,004",26151,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-82.820389178865 43.4235105284131)
2023,CA,California,Los Angeles,BRFSS,Disability,Mobility disability among adults,%,Age-adjusted prevalence,13.6,,,12.0,15.4,"9,663,345","7,710,575",6037,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-118.224550062411 34.321384729882)
2022,VA,Virginia,Salem,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,12.8,,,10.4,15.6,"25,600","20,601",51775,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-80.0545181069925 37.2858120133125)
2023,UT,Utah,Salt Lake,BRFSS,Health Outcomes,Depression among adults,%,Age-adjusted prevalence,27.5,,,25.1,30.0,"1,185,813","893,016",49035,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-111.923821414061 40.6668492908776)
2023,VA,Virginia,Mecklenburg,BRFSS,Prevention,Cholesterol screening among adults,%,Crude prevalence,88.1,,,86.4,89.8,"30,648","24,987",51117,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-78.3629099075077 36.6803305710598)
2023,WI,Wisconsin,Clark,BRFSS,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,%,Age-adjusted prevalence,7.1,,,5.9,8.5,"34,774","24,557",55019,SOCLNEED,SHUTUTILITY,AgeAdjPrv,Utility Services Threat,POINT (-90.6119521836686 44.7348174112234)
2023,SD,South Dakota,Jerauld,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults,%,Age-adjusted prevalence,5.7,,,4.7,6.8,"1,660","1,275",46073,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-98.629623896685 44.0663241605135)
2023,AK,Alaska,Wrangell,BRFSS,Health-Related Social Needs,Lack of social and emotional support among adults,%,Age-adjusted prevalence,26.6,,,22.5,30.9,"2,064","1,686",2275,SOCLNEED,EMOTIONSPT,AgeAdjPrv,Lack of Social/Emotional Support,POINT (-132.033291099899 56.3275352874816)
2022,UT,Utah,Sevier,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,72.5,,,64.5,79.4,"22,344","16,249",49041,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-111.804891080022 38.7476963024035)
2023,NE,Nebraska,Nance,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,9.4,,,7.2,11.9,"3,274","2,505",31125,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-97.9923626121675 41.3973669035393)
2023,WI,Wisconsin,Eau Claire,BRFSS,Disability,Cognitive disability among adults,%,Age-adjusted prevalence,13.2,,,10.9,15.5,"107,903","86,787",55035,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-91.2860572491138 44.7267727831359)
2023,MS,Mississippi,Jefferson,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,16.5,,,13.6,19.7,"6,941","5,423",28063,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-91.0359437019146 31.7341340568142)
2023,ID,Idaho,Oneida,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Age-adjusted prevalence,16.4,,,13.3,19.5,"4,953","3,589",16071,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-112.539222329733 42.1949197720138)
2023,NE,Nebraska,Merrick,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Crude prevalence,9.8,,,8.8,10.8,"7,755","5,997",31121,HLTHOUT,CANCER,CrdPrv,Cancer (non-skin) or Melanoma,POINT (-98.0376687632167 41.1692355513901)
2023,GA,Georgia,Wayne,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,16.7,,,13.6,20.1,"31,373","23,759",13305,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-81.9169825771378 31.5514363184959)
2023,IL,Illinois,Jackson,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,13.8,,,11.2,16.8,"52,141","42,149",17077,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,POINT (-89.3823255393244 37.7849171126003)
2023,KS,Kansas,Russell,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,%,Age-adjusted prevalence,32.6,,,28.4,37.0,"6,723","5,253",20167,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-98.762476916684 38.9146512455974)
2023,TX,Texas,Throckmorton,BRFSS,Disability,Independent living disability among adults,%,Crude prevalence,9.8,,,8.5,11.3,"1,526","1,159",48447,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-99.2123602088417 33.1775038104692)
2023,NM,New Mexico,Catron,BRFSS,Health-Related Social Needs,Lack of reliable transportation in the past 12 months among adults,%,Crude prevalence,8.0,,,6.9,9.2,"3,825","3,386",35003,SOCLNEED,LACKTRPT,CrdPrv,Transportation Barriers,POINT (-108.404715402876 33.9150903459717)
2023,VA,Virginia,Essex,BRFSS,Disability,Vision disability among adults,%,Age-adjusted prevalence,6.2,,,5.5,7.0,"10,598","8,706",51057,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-76.9520297912605 37.9430642422513)
2023,MS,Mississippi,Choctaw,BRFSS,Health Status,Frequent mental distress among adults,%,Age-adjusted prevalence,18.2,,,15.9,20.7,"8,088","6,352",28019,HLTHSTAT,MHLTH,AgeAdjPrv,Frequent Mental Distress,POINT (-89.248451713965 33.3474098381214)
2022,NY,New York,Delaware,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,76.9,,,69.4,83.3,"44,410","37,417",36025,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-74.9667582288989 42.198267276808)
2023,OR,Oregon,Curry,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,12.1,,,10.6,13.6,"23,296","20,052",41015,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-124.156361485654 42.4573016325707)
2023,MO,Missouri,Greene,BRFSS,Health Outcomes,Stroke among adults,%,Age-adjusted prevalence,3.1,,,2.6,3.5,"304,611","241,659",29077,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-93.3419574712043 37.2580255788825)
2023,MS,Mississippi,Grenada,BRFSS,Disability,Independent living disability among adults,%,Crude prevalence,11.5,,,9.9,13.3,"21,065","15,948",28043,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-89.80155075446 33.7699321051446)
2023,OH,Ohio,Wood,BRFSS,Health-Related Social Needs,Lack of social and emotional support among adults,%,Age-adjusted prevalence,19.7,,,16.4,23.4,"132,650","106,092",39173,SOCLNEED,EMOTIONSPT,AgeAdjPrv,Lack of Social/Emotional Support,POINT (-83.622978870736 41.361689646332)
2023,CT,Connecticut,Northeastern Connecticut,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,26.3,,,23.3,29.8,"96,692","79,116",9150,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-71.977031834417 41.8270602334583)
2022,PA,Pennsylvania,Pike,BRFSS,Prevention,Colorectal cancer screening among adults aged 45–75 years,%,Age-adjusted prevalence,61.9,,,56.5,67.0,"61,247","50,875",42103,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-75.0336159346126 41.3320909480683)
2023,AL,Alabama,Baldwin,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,7.5,,,6.6,8.6,"253,507","200,397",1003,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-87.7226204578951 30.7277455824565)
2023,CA,California,Lassen,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Age-adjusted prevalence,68.6,,,64.0,73.0,"28,861","23,438",6035,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-120.594352001291 40.6734626858289)
2023,DE,Delaware,Kent,BRFSS,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,%,Age-adjusted prevalence,9.4,,,8.0,11.1,"189,789","146,800",10001,SOCLNEED,SHUTUTILITY,AgeAdjPrv,Utility Services Threat,POINT (-75.5682629704417 39.0863622587062)
2023,NE,Nebraska,Sioux,BRFSS,Health Outcomes,Depression among adults,%,Age-adjusted prevalence,19.5,,,16.3,23.1,"1,154",947,31165,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-103.758803200722 42.4875737542202)
2023,IA,Iowa,Humboldt,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults,%,Crude prevalence,8.7,,,7.2,10.3,"9,500","7,247",19091,HLTHOUT,COPD,CrdPrv,COPD,POINT (-94.2072855563124 42.7764316376836)
2022,GA,Georgia,Walton,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Crude prevalence,36.3,,,30.3,42.9,"106,702","81,495",13297,RISKBEH,SLEEP,CrdPrv,Short Sleep Duration,POINT (-83.7338810944706 33.7813254964218)
2023,MI,Michigan,Antrim,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,%,Crude prevalence,39.8,,,34.8,44.7,"24,409","20,323",26009,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-85.1404720041255 44.9989840363288)
2023,NH,New Hampshire,Sullivan,BRFSS,Disability,Hearing disability among adults,%,Crude prevalence,8.5,,,7.4,9.6,"43,969","36,340",33019,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-72.2222089208157 43.361589446035)
2023,WI,Wisconsin,Barron,BRFSS,Health-Related Social Needs,Received food stamps in the past 12 months among adults,%,Age-adjusted prevalence,14.5,,,11.2,17.9,"46,833","37,064",55005,SOCLNEED,FOODSTAMP,AgeAdjPrv,Food Stamps,POINT (-91.848303667076 45.4237663276908)
2023,MT,Montana,Ravalli,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,20.4,,,16.4,24.5,"47,738","38,925",30081,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-114.120708621033 46.0815641954315)
2023,SD,South Dakota,Potter,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults,%,Crude prevalence,7.4,,,6.1,8.9,"2,413","1,889",46107,HLTHOUT,COPD,CrdPrv,COPD,POINT (-99.9571096504937 45.0644968809684)
2023,IN,Indiana,Jennings,BRFSS,Health Outcomes,Obesity among adults,%,Age-adjusted prevalence,40.8,,,33.3,49.0,"27,622","21,266",18079,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-85.627626766198 38.9970771943506)
2023,NC,North Carolina,Rowan,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,%,Crude prevalence,36.7,,,32.4,41.1,"151,661","118,284",37159,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-80.5247968376348 35.639349134151)
2022,MO,Missouri,Taney,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Crude prevalence,56.1,,,52.2,60.0,"56,775","45,069",29213,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-93.0411619194503 36.6547592716981)
2023,NE,Nebraska,Rock,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,13.4,,,10.1,16.6,"1,271",987,31149,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,POINT (-99.449849362226 42.4214023473833)
2023,OH,Ohio,Defiance,BRFSS,Health-Related Social Needs,Received food stamps in the past 12 months among adults,%,Age-adjusted prevalence,10.6,,,8.3,13.2,"38,315","29,722",39039,SOCLNEED,FOODSTAMP,AgeAdjPrv,Food Stamps,POINT (-84.4905879101881 41.3239133830731)
2023,NC,North Carolina,Jones,BRFSS,Disability,Any disability among adults,%,Age-adjusted prevalence,36.7,,,31.8,41.8,"9,401","7,647",37103,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-77.3548950478113 35.0214417782855)
